,dteday,yr,mnth,hr,weekday,season,weathersit,cnt,registered,casual
9028,2012-01-17,2012,January,1,Tuesday,,Cloudy,2,2,0
9029,2012-01-17,2012,January,2,Tuesday,,Light Snow/Rain,12,12,0
9030,2012-01-17,2012,January,4,Tuesday,,Light Snow/Rain,2,2,0
9031,2012-01-17,2012,January,5,Tuesday,,Light Snow/Rain,13,13,0
9032,2012-01-17,2012,January,6,Tuesday,,Light Snow/Rain,57,57,0
9033,2012-01-17,2012,January,7,Tuesday,,Light Snow/Rain,126,121,5
9034,2012-01-17,2012,January,8,Tuesday,,Light Snow/Rain,93,90,3
9035,2012-01-17,2012,January,9,Tuesday,,Light Snow/Rain,68,61,7
9036,2012-01-17,2012,January,10,Tuesday,,Light Snow/Rain,62,61,1
9037,2012-01-17,2012,January,11,Tuesday,,Cloudy,75,73,2
9038,2012-01-17,2012,January,12,Tuesday,,Cloudy,86,83,3
9039,2012-01-17,2012,January,13,Tuesday,,Cloudy,103,95,8
9040,2012-01-17,2012,January,14,Tuesday,,Clear,132,120,12
9041,2012-01-17,2012,January,15,Tuesday,,Clear,129,123,6
9042,2012-01-17,2012,January,16,Tuesday,,Clear,219,205,14
9043,2012-01-17,2012,January,17,Tuesday,,Clear,462,442,20
9044,2012-01-17,2012,January,18,Tuesday,,Clear,463,451,12
9045,2012-01-17,2012,January,19,Tuesday,,Clear,308,297,11
9046,2012-01-17,2012,January,20,Tuesday,,Clear,180,169,11
9047,2012-01-17,2012,January,21,Tuesday,,Clear,180,174,6
9048,2012-01-17,2012,January,22,Tuesday,,Clear,90,85,5
9049,2012-01-17,2012,January,23,Tuesday,,Clear,61,60,1
9050,2012-01-18,2012,January,0,Wednesday,,Cloudy,17,14,3
9051,2012-01-18,2012,January,1,Wednesday,,Cloudy,10,10,0
9052,2012-01-18,2012,January,2,Wednesday,,Cloudy,2,1,1
9053,2012-01-18,2012,January,3,Wednesday,,Cloudy,4,3,1
9054,2012-01-18,2012,January,4,Wednesday,,Clear,1,1,0
9055,2012-01-18,2012,January,5,Wednesday,,Clear,29,29,0
9056,2012-01-18,2012,January,6,Wednesday,,Clear,88,88,0
9057,2012-01-18,2012,January,7,Wednesday,,Clear,263,262,1
9058,2012-01-18,2012,January,8,Wednesday,,Clear,489,474,15
9059,2012-01-18,2012,January,9,Wednesday,,Clear,202,196,6
9060,2012-01-18,2012,January,10,Wednesday,,Clear,93,88,5
9061,2012-01-18,2012,January,11,Wednesday,,Clear,114,110,4
9062,2012-01-18,2012,January,12,Wednesday,,Clear,161,155,6
9063,2012-01-18,2012,January,13,Wednesday,,Clear,130,124,6
9064,2012-01-18,2012,January,14,Wednesday,,Clear,105,98,7
9065,2012-01-18,2012,January,15,Wednesday,,Clear,130,122,8
9066,2012-01-18,2012,January,16,Wednesday,,Clear,176,163,13
9067,2012-01-18,2012,January,17,Wednesday,,Clear,346,338,8
9068,2012-01-18,2012,January,18,Wednesday,,Clear,355,347,8
9069,2012-01-18,2012,January,19,Wednesday,,Clear,256,251,5
9070,2012-01-18,2012,January,20,Wednesday,,Clear,165,164,1
9071,2012-01-18,2012,January,21,Wednesday,,Clear,124,119,5
9072,2012-01-18,2012,January,22,Wednesday,,Clear,78,74,4
9073,2012-01-18,2012,January,23,Wednesday,,Clear,38,36,2
9074,2012-01-19,2012,January,0,Thursday,,Clear,16,16,0
9075,2012-01-19,2012,January,1,Thursday,,Clear,5,5,0
9076,2012-01-19,2012,January,2,Thursday,,Clear,3,3,0
9077,2012-01-19,2012,January,3,Thursday,,Clear,4,4,0
9078,2012-01-19,2012,January,4,Thursday,,Clear,1,1,0
9079,2012-01-19,2012,January,5,Thursday,,Clear,19,19,0
9080,2012-01-19,2012,January,6,Thursday,,Clear,86,86,0
9081,2012-01-19,2012,January,7,Thursday,,Clear,206,204,2
9082,2012-01-19,2012,January,8,Thursday,,Clear,423,414,9
9083,2012-01-19,2012,January,9,Thursday,,Clear,210,204,6
9084,2012-01-19,2012,January,10,Thursday,,Clear,108,98,10
9085,2012-01-19,2012,January,11,Thursday,,Clear,99,93,6
9086,2012-01-19,2012,January,12,Thursday,,Clear,111,106,5
9087,2012-01-19,2012,January,13,Thursday,,Clear,124,118,6
9088,2012-01-19,2012,January,14,Thursday,,Clear,119,104,15
9089,2012-01-19,2012,January,15,Thursday,,Clear,127,118,9
9090,2012-01-19,2012,January,16,Thursday,,Clear,193,185,8
9091,2012-01-19,2012,January,17,Thursday,,Cloudy,385,364,21
9092,2012-01-19,2012,January,18,Thursday,,Cloudy,361,345,16
9093,2012-01-19,2012,January,19,Thursday,,Cloudy,234,229,5
9094,2012-01-19,2012,January,20,Thursday,,Clear,191,184,7
9095,2012-01-19,2012,January,21,Thursday,,Clear,121,117,4
9096,2012-01-19,2012,January,22,Thursday,,Cloudy,90,90,0
9097,2012-01-19,2012,January,23,Thursday,,Clear,56,55,1
9098,2012-01-20,2012,January,0,Friday,,Cloudy,27,24,3
9099,2012-01-20,2012,January,1,Friday,,Clear,15,15,0
9100,2012-01-20,2012,January,2,Friday,,Clear,11,11,0
9101,2012-01-20,2012,January,3,Friday,,Clear,4,4,0
9102,2012-01-20,2012,January,4,Friday,,Clear,3,3,0
9103,2012-01-20,2012,January,5,Friday,,Clear,19,19,0
9104,2012-01-20,2012,January,6,Friday,,Clear,68,68,0
9105,2012-01-20,2012,January,7,Friday,,Clear,185,183,2
9106,2012-01-20,2012,January,8,Friday,,Clear,425,421,4
9107,2012-01-20,2012,January,9,Friday,,Clear,263,242,21
9108,2012-01-20,2012,January,10,Friday,,Cloudy,97,96,1
9109,2012-01-20,2012,January,11,Friday,,Cloudy,123,117,6
9110,2012-01-20,2012,January,12,Friday,,Cloudy,124,119,5
9111,2012-01-20,2012,January,13,Friday,,Clear,156,144,12
9112,2012-01-20,2012,January,14,Friday,,Cloudy,115,107,8
9113,2012-01-20,2012,January,15,Friday,,Cloudy,156,144,12
9114,2012-01-20,2012,January,16,Friday,,Cloudy,174,163,11
9115,2012-01-20,2012,January,17,Friday,,Cloudy,349,340,9
9116,2012-01-20,2012,January,18,Friday,,Cloudy,301,296,5
9117,2012-01-20,2012,January,19,Friday,,Cloudy,192,186,6
9118,2012-01-20,2012,January,20,Friday,,Cloudy,142,141,1
9119,2012-01-20,2012,January,21,Friday,,Cloudy,104,99,5
9120,2012-01-20,2012,January,22,Friday,,Cloudy,72,71,1
9121,2012-01-20,2012,January,23,Friday,,Light Snow/Rain,38,35,3
9122,2012-01-21,2012,January,0,Saturday,,Light Snow/Rain,24,24,0
9123,2012-01-21,2012,January,1,Saturday,,Heavy Rain/Ice Pallets,23,22,1
9124,2012-01-21,2012,January,2,Saturday,,Light Snow/Rain,26,25,1
9125,2012-01-21,2012,January,3,Saturday,,Light Snow/Rain,13,13,0
9126,2012-01-21,2012,January,4,Saturday,,Light Snow/Rain,1,1,0
9127,2012-01-21,2012,January,5,Saturday,,Light Snow/Rain,2,2,0
9128,2012-01-21,2012,January,6,Saturday,,Light Snow/Rain,1,1,0
9129,2012-01-21,2012,January,7,Saturday,,Light Snow/Rain,13,10,3
9130,2012-01-21,2012,January,8,Saturday,,Cloudy,25,22,3
9131,2012-01-21,2012,January,9,Saturday,,Cloudy,42,40,2
9132,2012-01-21,2012,January,10,Saturday,,Light Snow/Rain,45,45,0
9133,2012-01-21,2012,January,11,Saturday,,Cloudy,63,62,1
9134,2012-01-21,2012,January,12,Saturday,,Cloudy,67,62,5
9135,2012-01-21,2012,January,13,Saturday,,Cloudy,76,66,10
9136,2012-01-21,2012,January,14,Saturday,,Light Snow/Rain,95,89,6
9137,2012-01-21,2012,January,15,Saturday,,Light Snow/Rain,119,113,6
9138,2012-01-21,2012,January,16,Saturday,,Cloudy,118,113,5
9139,2012-01-21,2012,January,17,Saturday,,Cloudy,106,99,7
9140,2012-01-21,2012,January,18,Saturday,,Cloudy,110,107,3
9141,2012-01-21,2012,January,19,Saturday,,Cloudy,85,85,0
9142,2012-01-21,2012,January,20,Saturday,,Cloudy,67,62,5
9143,2012-01-21,2012,January,21,Saturday,,Clear,69,64,5
9144,2012-01-21,2012,January,22,Saturday,,Cloudy,59,56,3
9145,2012-01-21,2012,January,23,Saturday,,Cloudy,52,51,1
9146,2012-01-22,2012,January,0,Sunday,,Clear,52,51,1
9147,2012-01-22,2012,January,1,Sunday,,Cloudy,50,49,1
9148,2012-01-22,2012,January,2,Sunday,,Cloudy,47,46,1
9149,2012-01-22,2012,January,3,Sunday,,Cloudy,21,20,1
9150,2012-01-22,2012,January,4,Sunday,,Light Snow/Rain,2,1,1
9151,2012-01-22,2012,January,5,Sunday,,Light Snow/Rain,3,2,1
9152,2012-01-22,2012,January,6,Sunday,,Cloudy,4,4,0
9153,2012-01-22,2012,January,7,Sunday,,Cloudy,13,11,2
9154,2012-01-22,2012,January,8,Sunday,,Cloudy,32,29,3
9155,2012-01-22,2012,January,9,Sunday,,Cloudy,63,54,9
9156,2012-01-22,2012,January,10,Sunday,,Cloudy,129,120,9
9157,2012-01-22,2012,January,11,Sunday,,Light Snow/Rain,133,115,18
9158,2012-01-22,2012,January,12,Sunday,,Cloudy,185,161,24
9159,2012-01-22,2012,January,13,Sunday,,Cloudy,199,175,24
9160,2012-01-22,2012,January,14,Sunday,,Cloudy,182,163,19
9161,2012-01-22,2012,January,15,Sunday,,Cloudy,176,149,27
9162,2012-01-22,2012,January,16,Sunday,,Cloudy,155,143,12
9163,2012-01-22,2012,January,17,Sunday,,Cloudy,108,100,8
9164,2012-01-22,2012,January,18,Sunday,,Light Snow/Rain,121,110,11
9165,2012-01-22,2012,January,19,Sunday,,Light Snow/Rain,89,80,9
9166,2012-01-22,2012,January,20,Sunday,,Light Snow/Rain,74,69,5
9167,2012-01-22,2012,January,21,Sunday,,Light Snow/Rain,44,36,8
9168,2012-01-22,2012,January,22,Sunday,,Cloudy,58,58,0
9169,2012-01-22,2012,January,23,Sunday,,Cloudy,37,35,2
9170,2012-01-23,2012,January,0,Monday,,Cloudy,19,17,2
9171,2012-01-23,2012,January,1,Monday,,Cloudy,4,4,0
9172,2012-01-23,2012,January,2,Monday,,Cloudy,2,2,0
9173,2012-01-23,2012,January,3,Monday,,Cloudy,1,1,0
9174,2012-01-23,2012,January,4,Monday,,Cloudy,1,1,0
9175,2012-01-23,2012,January,5,Monday,,Cloudy,19,19,0
9176,2012-01-23,2012,January,6,Monday,,Cloudy,42,36,6
9177,2012-01-23,2012,January,7,Monday,,Light Snow/Rain,122,114,8
9178,2012-01-23,2012,January,8,Monday,,Light Snow/Rain,272,267,5
9179,2012-01-23,2012,January,9,Monday,,Cloudy,211,198,13
9180,2012-01-23,2012,January,10,Monday,,Cloudy,149,139,10
9181,2012-01-23,2012,January,11,Monday,,Cloudy,62,57,5
9182,2012-01-23,2012,January,12,Monday,,Cloudy,62,52,10
9183,2012-01-23,2012,January,13,Monday,,Light Snow/Rain,37,32,5
9184,2012-01-23,2012,January,14,Monday,,Light Snow/Rain,61,48,13
9185,2012-01-23,2012,January,15,Monday,,Cloudy,74,64,10
9186,2012-01-23,2012,January,16,Monday,,Cloudy,122,108,14
9187,2012-01-23,2012,January,17,Monday,,Cloudy,276,270,6
9188,2012-01-23,2012,January,18,Monday,,Cloudy,282,275,7
9189,2012-01-23,2012,January,19,Monday,,Cloudy,220,211,9
9190,2012-01-23,2012,January,20,Monday,,Cloudy,169,161,8
9191,2012-01-23,2012,January,21,Monday,,Cloudy,120,112,8
9192,2012-01-23,2012,January,22,Monday,,Cloudy,68,64,4
9193,2012-01-23,2012,January,23,Monday,,Cloudy,37,35,2
9194,2012-01-24,2012,January,0,Tuesday,,Cloudy,25,19,6
9195,2012-01-24,2012,January,1,Tuesday,,Cloudy,9,7,2
9196,2012-01-24,2012,January,2,Tuesday,,Cloudy,8,6,2
9197,2012-01-24,2012,January,3,Tuesday,,Cloudy,3,3,0
9198,2012-01-24,2012,January,4,Tuesday,,Cloudy,2,2,0
9199,2012-01-24,2012,January,5,Tuesday,,Cloudy,26,26,0
9200,2012-01-24,2012,January,6,Tuesday,,Cloudy,89,88,1
9201,2012-01-24,2012,January,7,Tuesday,,Cloudy,232,221,11
9202,2012-01-24,2012,January,8,Tuesday,,Cloudy,490,479,11
9203,2012-01-24,2012,January,9,Tuesday,,Cloudy,255,244,11
9204,2012-01-24,2012,January,10,Tuesday,,Clear,116,93,23
9205,2012-01-24,2012,January,11,Tuesday,,Clear,153,123,30
9206,2012-01-24,2012,January,12,Tuesday,,Clear,175,150,25
9207,2012-01-24,2012,January,13,Tuesday,,Clear,203,170,33
9208,2012-01-24,2012,January,14,Tuesday,,Clear,173,138,35
9209,2012-01-24,2012,January,15,Tuesday,,Cloudy,208,156,52
9210,2012-01-24,2012,January,16,Tuesday,,Clear,278,243,35
9211,2012-01-24,2012,January,17,Tuesday,,Clear,515,474,41
9212,2012-01-24,2012,January,18,Tuesday,,Clear,423,391,32
9213,2012-01-24,2012,January,19,Tuesday,,Clear,331,311,20
9214,2012-01-24,2012,January,20,Tuesday,,Clear,229,211,18
9215,2012-01-24,2012,January,21,Tuesday,,Clear,172,154,18
9216,2012-01-24,2012,January,22,Tuesday,,Clear,125,111,14
9217,2012-01-24,2012,January,23,Tuesday,,Clear,99,80,19
9218,2012-01-25,2012,January,0,Wednesday,,Clear,31,25,6
9219,2012-01-25,2012,January,1,Wednesday,,Clear,13,9,4
9220,2012-01-25,2012,January,2,Wednesday,,Clear,6,3,3
9221,2012-01-25,2012,January,3,Wednesday,,Clear,1,1,0
9222,2012-01-25,2012,January,4,Wednesday,,Clear,4,4,0
9223,2012-01-25,2012,January,5,Wednesday,,Clear,33,33,0
9224,2012-01-25,2012,January,6,Wednesday,,Clear,88,87,1
9225,2012-01-25,2012,January,7,Wednesday,,Clear,257,243,14
9226,2012-01-25,2012,January,8,Wednesday,,Clear,513,495,18
9227,2012-01-25,2012,January,9,Wednesday,,Clear,236,218,18
9228,2012-01-25,2012,January,10,Wednesday,,Cloudy,141,111,30
9229,2012-01-25,2012,January,11,Wednesday,,Cloudy,157,105,52
9230,2012-01-25,2012,January,12,Wednesday,,Clear,193,147,46
9231,2012-01-25,2012,January,13,Wednesday,,Clear,212,149,63
9232,2012-01-25,2012,January,14,Wednesday,,Clear,160,107,53
9233,2012-01-25,2012,January,15,Wednesday,,Clear,155,125,30
9234,2012-01-25,2012,January,16,Wednesday,,Clear,246,217,29
9235,2012-01-25,2012,January,17,Wednesday,,Clear,470,443,27
9236,2012-01-25,2012,January,18,Wednesday,,Clear,439,415,24
9237,2012-01-25,2012,January,19,Wednesday,,Cloudy,316,311,5
9238,2012-01-25,2012,January,20,Wednesday,,Clear,235,225,10
9239,2012-01-25,2012,January,21,Wednesday,,Clear,185,166,19
9240,2012-01-25,2012,January,22,Wednesday,,Clear,113,101,12
9241,2012-01-25,2012,January,23,Wednesday,,Cloudy,66,63,3
9242,2012-01-26,2012,January,0,Thursday,,Cloudy,25,22,3
9243,2012-01-26,2012,January,1,Thursday,,Cloudy,21,16,5
9244,2012-01-26,2012,January,2,Thursday,,Cloudy,7,6,1
9245,2012-01-26,2012,January,3,Thursday,,Cloudy,6,5,1
9246,2012-01-26,2012,January,4,Thursday,,Clear,3,3,0
9247,2012-01-26,2012,January,5,Thursday,,Cloudy,28,28,0
9248,2012-01-26,2012,January,6,Thursday,,Cloudy,88,88,0
9249,2012-01-26,2012,January,7,Thursday,,Cloudy,239,228,11
9250,2012-01-26,2012,January,8,Thursday,,Cloudy,530,514,16
9251,2012-01-26,2012,January,9,Thursday,,Cloudy,274,256,18
9252,2012-01-26,2012,January,10,Thursday,,Cloudy,108,92,16
9253,2012-01-26,2012,January,11,Thursday,,Cloudy,111,100,11
9254,2012-01-26,2012,January,12,Thursday,,Cloudy,165,136,29
9255,2012-01-26,2012,January,13,Thursday,,Cloudy,173,156,17
9256,2012-01-26,2012,January,14,Thursday,,Cloudy,128,112,16
9257,2012-01-26,2012,January,15,Thursday,,Cloudy,164,142,22
9258,2012-01-26,2012,January,16,Thursday,,Cloudy,224,209,15
9259,2012-01-26,2012,January,17,Thursday,,Cloudy,413,397,16
9260,2012-01-26,2012,January,18,Thursday,,Cloudy,406,394,12
9261,2012-01-26,2012,January,19,Thursday,,Cloudy,313,302,11
9262,2012-01-26,2012,January,20,Thursday,,Cloudy,224,216,8
9263,2012-01-26,2012,January,21,Thursday,,Cloudy,192,184,8
9264,2012-01-26,2012,January,22,Thursday,,Clear,142,139,3
9265,2012-01-26,2012,January,23,Thursday,,Cloudy,91,86,5
9266,2012-01-27,2012,January,0,Friday,,Cloudy,38,32,6
9267,2012-01-27,2012,January,1,Friday,,Cloudy,29,23,6
9268,2012-01-27,2012,January,2,Friday,,Clear,13,11,2
9269,2012-01-27,2012,January,3,Friday,,Cloudy,8,5,3
9270,2012-01-27,2012,January,4,Friday,,Cloudy,4,3,1
9271,2012-01-27,2012,January,5,Friday,,Cloudy,24,24,0
9272,2012-01-27,2012,January,6,Friday,,Cloudy,72,72,0
9273,2012-01-27,2012,January,7,Friday,,Cloudy,134,128,6
9274,2012-01-27,2012,January,8,Friday,,Light Snow/Rain,220,206,14
9275,2012-01-27,2012,January,9,Friday,,Light Snow/Rain,107,101,6
9276,2012-01-27,2012,January,10,Friday,,Light Snow/Rain,126,117,9
9277,2012-01-27,2012,January,11,Friday,,Cloudy,105,95,10
9278,2012-01-27,2012,January,12,Friday,,Cloudy,180,155,25
9279,2012-01-27,2012,January,13,Friday,,Clear,201,175,26
9280,2012-01-27,2012,January,14,Friday,,Clear,176,153,23
9281,2012-01-27,2012,January,15,Friday,,Clear,197,170,27
9282,2012-01-27,2012,January,16,Friday,,Clear,267,241,26
9283,2012-01-27,2012,January,17,Friday,,Clear,422,406,16
9284,2012-01-27,2012,January,18,Friday,,Clear,383,363,20
9285,2012-01-27,2012,January,19,Friday,,Clear,251,241,10
9286,2012-01-27,2012,January,20,Friday,,Clear,159,153,6
9287,2012-01-27,2012,January,21,Friday,,Clear,135,127,8
9288,2012-01-27,2012,January,22,Friday,,Clear,119,108,11
9289,2012-01-27,2012,January,23,Friday,,Clear,86,78,8
9290,2012-01-28,2012,January,0,Saturday,,Clear,69,68,1
9291,2012-01-28,2012,January,1,Saturday,,Clear,58,57,1
9292,2012-01-28,2012,January,2,Saturday,,Clear,41,38,3
9293,2012-01-28,2012,January,3,Saturday,,Clear,17,16,1
9294,2012-01-28,2012,January,4,Saturday,,Clear,8,8,0
9295,2012-01-28,2012,January,5,Saturday,,Clear,10,10,0
9296,2012-01-28,2012,January,6,Saturday,,Clear,15,12,3
9297,2012-01-28,2012,January,7,Saturday,,Clear,31,28,3
9298,2012-01-28,2012,January,8,Saturday,,Clear,91,82,9
9299,2012-01-28,2012,January,9,Saturday,,Clear,158,145,13
9300,2012-01-28,2012,January,10,Saturday,,Clear,191,164,27
9301,2012-01-28,2012,January,11,Saturday,,Clear,296,241,55
9302,2012-01-28,2012,January,12,Saturday,,Clear,314,244,70
9303,2012-01-28,2012,January,13,Saturday,,Clear,373,293,80
9304,2012-01-28,2012,January,14,Saturday,,Clear,362,239,123
9305,2012-01-28,2012,January,15,Saturday,,Clear,410,320,90
9306,2012-01-28,2012,January,16,Saturday,,Clear,407,276,131
9307,2012-01-28,2012,January,17,Saturday,,Clear,290,233,57
9308,2012-01-28,2012,January,18,Saturday,,Clear,241,201,40
9309,2012-01-28,2012,January,19,Saturday,,Cloudy,206,173,33
9310,2012-01-28,2012,January,20,Saturday,,Clear,120,115,5
9311,2012-01-28,2012,January,21,Saturday,,Clear,127,109,18
9312,2012-01-28,2012,January,22,Saturday,,Clear,103,97,6
9313,2012-01-28,2012,January,23,Saturday,,Clear,85,79,6
9314,2012-01-29,2012,January,0,Sunday,,Clear,96,81,15
9315,2012-01-29,2012,January,1,Sunday,,Clear,73,68,5
9316,2012-01-29,2012,January,2,Sunday,,Clear,51,48,3
9317,2012-01-29,2012,January,3,Sunday,,Clear,21,17,4
9318,2012-01-29,2012,January,4,Sunday,,Clear,5,5,0
9319,2012-01-29,2012,January,5,Sunday,,Clear,7,6,1
9320,2012-01-29,2012,January,6,Sunday,,Clear,5,4,1
9321,2012-01-29,2012,January,7,Sunday,,Clear,12,12,0
9322,2012-01-29,2012,January,8,Sunday,,Clear,70,61,9
9323,2012-01-29,2012,January,9,Sunday,,Clear,111,98,13
9324,2012-01-29,2012,January,10,Sunday,,Clear,191,153,38
9325,2012-01-29,2012,January,11,Sunday,,Clear,255,198,57
9326,2012-01-29,2012,January,12,Sunday,,Clear,288,215,73
9327,2012-01-29,2012,January,13,Sunday,,Clear,316,238,78
9328,2012-01-29,2012,January,14,Sunday,,Clear,280,229,51
9329,2012-01-29,2012,January,15,Sunday,,Clear,310,242,68
9330,2012-01-29,2012,January,16,Sunday,,Clear,322,268,54
9331,2012-01-29,2012,January,17,Sunday,,Clear,234,201,33
9332,2012-01-29,2012,January,18,Sunday,,Clear,168,151,17
9333,2012-01-29,2012,January,19,Sunday,,Clear,159,145,14
9334,2012-01-29,2012,January,20,Sunday,,Clear,111,98,13
9335,2012-01-29,2012,January,21,Sunday,,Clear,69,69,0
9336,2012-01-29,2012,January,22,Sunday,,Clear,64,57,7
9337,2012-01-29,2012,January,23,Sunday,,Clear,25,21,4
9338,2012-01-30,2012,January,0,Monday,,Cloudy,10,10,0
9339,2012-01-30,2012,January,1,Monday,,Clear,9,9,0
9340,2012-01-30,2012,January,2,Monday,,Clear,7,6,1
9341,2012-01-30,2012,January,3,Monday,,Clear,4,4,0
9342,2012-01-30,2012,January,4,Monday,,Clear,5,5,0
9343,2012-01-30,2012,January,5,Monday,,Clear,26,26,0
9344,2012-01-30,2012,January,6,Monday,,Clear,80,80,0
9345,2012-01-30,2012,January,7,Monday,,Clear,225,221,4
9346,2012-01-30,2012,January,8,Monday,,Clear,493,481,12
9347,2012-01-30,2012,January,9,Monday,,Clear,198,193,5
9348,2012-01-30,2012,January,10,Monday,,Clear,85,82,3
9349,2012-01-30,2012,January,11,Monday,,Clear,99,93,6
9350,2012-01-30,2012,January,12,Monday,,Clear,134,129,5
9351,2012-01-30,2012,January,13,Monday,,Clear,132,117,15
9352,2012-01-30,2012,January,14,Monday,,Clear,115,100,15
9353,2012-01-30,2012,January,15,Monday,,Clear,138,131,7
9354,2012-01-30,2012,January,16,Monday,,Clear,221,210,11
9355,2012-01-30,2012,January,17,Monday,,Clear,438,422,16
9356,2012-01-30,2012,January,18,Monday,,Clear,410,399,11
9357,2012-01-30,2012,January,19,Monday,,Clear,306,298,8
9358,2012-01-30,2012,January,20,Monday,,Clear,181,179,2
9359,2012-01-30,2012,January,21,Monday,,Clear,162,159,3
9360,2012-01-30,2012,January,22,Monday,,Clear,94,92,2
9361,2012-01-30,2012,January,23,Monday,,Clear,52,52,0
9362,2012-01-31,2012,January,0,Tuesday,,Clear,15,15,0
9363,2012-01-31,2012,January,1,Tuesday,,Clear,8,7,1
9364,2012-01-31,2012,January,2,Tuesday,,Clear,2,2,0
9365,2012-01-31,2012,January,3,Tuesday,,Clear,2,2,0
9366,2012-01-31,2012,January,4,Tuesday,,Clear,1,1,0
9367,2012-01-31,2012,January,5,Tuesday,,Clear,22,22,0
9368,2012-01-31,2012,January,6,Tuesday,,Clear,104,104,0
9369,2012-01-31,2012,January,7,Tuesday,,Clear,279,273,6
9370,2012-01-31,2012,January,8,Tuesday,,Clear,512,498,14
9371,2012-01-31,2012,January,9,Tuesday,,Clear,261,231,30
9372,2012-01-31,2012,January,10,Tuesday,,Cloudy,144,110,34
9373,2012-01-31,2012,January,11,Tuesday,,Clear,139,125,14
9374,2012-01-31,2012,January,12,Tuesday,,Clear,194,181,13
9375,2012-01-31,2012,January,13,Tuesday,,Clear,198,171,27
9376,2012-01-31,2012,January,14,Tuesday,,Clear,160,142,18
9377,2012-01-31,2012,January,15,Tuesday,,Clear,177,150,27
9378,2012-01-31,2012,January,16,Tuesday,,Clear,307,277,30
9379,2012-01-31,2012,January,17,Tuesday,,Clear,559,518,41
9380,2012-01-31,2012,January,18,Tuesday,,Clear,502,486,16
9381,2012-01-31,2012,January,19,Tuesday,,Clear,328,306,22
9382,2012-01-31,2012,January,20,Tuesday,,Clear,238,223,15
9383,2012-01-31,2012,January,21,Tuesday,,Clear,165,162,3
9384,2012-01-31,2012,January,22,Tuesday,,Clear,129,118,11
9385,2012-01-31,2012,January,23,Tuesday,,Clear,63,61,2
9386,2012-02-01,2012,February,0,Wednesday,,Clear,31,31,0
9387,2012-02-01,2012,February,1,Wednesday,,Clear,4,4,0
9388,2012-02-01,2012,February,2,Wednesday,,Clear,7,6,1
9389,2012-02-01,2012,February,3,Wednesday,,Clear,3,3,0
9390,2012-02-01,2012,February,4,Wednesday,,Clear,1,1,0
9391,2012-02-01,2012,February,5,Wednesday,,Clear,18,18,0
9392,2012-02-01,2012,February,6,Wednesday,,Light Snow/Rain,67,67,0
9393,2012-02-01,2012,February,7,Wednesday,,Light Snow/Rain,208,201,7
9394,2012-02-01,2012,February,8,Wednesday,,Light Snow/Rain,520,505,15
9395,2012-02-01,2012,February,9,Wednesday,,Cloudy,276,267,9
9396,2012-02-01,2012,February,10,Wednesday,,Clear,133,124,9
9397,2012-02-01,2012,February,11,Wednesday,,Clear,143,116,27
9398,2012-02-01,2012,February,12,Wednesday,,Clear,179,153,26
9399,2012-02-01,2012,February,13,Wednesday,,Clear,186,174,12
9400,2012-02-01,2012,February,14,Wednesday,,Clear,192,159,33
9401,2012-02-01,2012,February,15,Wednesday,,Clear,194,169,25
9402,2012-02-01,2012,February,16,Wednesday,,Clear,283,261,22
9403,2012-02-01,2012,February,17,Wednesday,,Clear,539,508,31
9404,2012-02-01,2012,February,18,Wednesday,,Clear,526,514,12
9405,2012-02-01,2012,February,19,Wednesday,,Clear,335,315,20
9406,2012-02-01,2012,February,20,Wednesday,,Clear,264,254,10
9407,2012-02-01,2012,February,21,Wednesday,,Clear,233,217,16
9408,2012-02-01,2012,February,22,Wednesday,,Clear,140,133,7
9409,2012-02-01,2012,February,23,Wednesday,,Clear,97,75,22
9410,2012-02-02,2012,February,0,Thursday,,Clear,31,24,7
9411,2012-02-02,2012,February,1,Thursday,,Cloudy,17,14,3
9412,2012-02-02,2012,February,2,Thursday,,Cloudy,9,7,2
9413,2012-02-02,2012,February,3,Thursday,,Cloudy,2,2,0
9414,2012-02-02,2012,February,4,Thursday,,Light Snow/Rain,1,1,0
9415,2012-02-02,2012,February,5,Thursday,,Light Snow/Rain,19,19,0
9416,2012-02-02,2012,February,6,Thursday,,Light Snow/Rain,74,73,1
9417,2012-02-02,2012,February,7,Thursday,,Light Snow/Rain,205,201,4
9418,2012-02-02,2012,February,8,Thursday,,Light Snow/Rain,445,436,9
9419,2012-02-02,2012,February,9,Thursday,,Light Snow/Rain,228,213,15
9420,2012-02-02,2012,February,10,Thursday,,Light Snow/Rain,78,72,6
9421,2012-02-02,2012,February,11,Thursday,,Light Snow/Rain,105,99,6
9422,2012-02-02,2012,February,12,Thursday,,Clear,148,140,8
9423,2012-02-02,2012,February,13,Thursday,,Cloudy,137,124,13
9424,2012-02-02,2012,February,14,Thursday,,Clear,141,129,12
9425,2012-02-02,2012,February,15,Thursday,,Clear,174,150,24
9426,2012-02-02,2012,February,16,Thursday,,Clear,229,211,18
9427,2012-02-02,2012,February,17,Thursday,,Clear,450,437,13
9428,2012-02-02,2012,February,18,Thursday,,Clear,410,393,17
9429,2012-02-02,2012,February,19,Thursday,,Clear,327,311,16
9430,2012-02-02,2012,February,20,Thursday,,Clear,213,204,9
9431,2012-02-02,2012,February,21,Thursday,,Clear,148,144,4
9432,2012-02-02,2012,February,22,Thursday,,Clear,109,106,3
